"dex_number","name","jp_name","en_name","form_name","height","weight","type_1","type_2","body","catch_rate","specie","ability_1","ability_2","ability_hidden","ev_hp","ev_attack","ev_defence","ev_special_attack","ev_special_defence","ev_speed","exp_yield","exp_yield_gen_5","exp_lv_100","egg_group_1","egg_group_2","egg_cycle","hp","attack","defence","special_attack","special_defence","speed"
267,"狩猎凤蝶","アゲハント","Beautifly","","1.0","28.4","BUG","FLYING","MULTI_WINGS","45","蝴蝶","虫之预感","","斗争心",0,0,0,3,0,0,"161","178",1000000,"BUG","","15",60,70,50,100,50,65,"267#狩猎凤蝶#"
268,"盾甲茧","マユルド","Cascoon","","0.7","11.5","BUG","","BALL","120","蛹","蜕皮","","",0,0,2,0,0,0,"72","72",1000000,"BUG","","15",50,35,55,25,25,15,"268#盾甲茧#"
269,"毒粉蛾","ドクケイル","Dustox","","1.2","31.6","BUG","POISON","MULTI_WINGS","45","毒蛾","鳞粉","","复眼",0,0,0,0,3,0,"161","173",1000000,"BUG","","15",60,50,70,50,90,65,"269#毒粉蛾#"
270,"莲叶童子","ハスボー","Lotad","","0.5","2.6","WATER","GRASS","BUG","255","浮萍","悠游自如","雨盘","我行我素",0,0,0,0,1,0,"74","44",1059860,"WATER_1","GRASS","15",40,30,30,40,50,30,"270#莲叶童子#"
271,"莲帽小童","ハスブレロ","Lombre","","1.2","32.5","WATER","GRASS","HUMAN","120","爽朗","悠游自如","雨盘","我行我素",0,0,0,0,2,0,"141","119",1059860,"WATER_1","GRASS","15",60,50,50,60,70,50,"271#莲帽小童#"
272,"乐天河童","ルンパッパ","Ludicolo","","1.5","55.0","WATER","GRASS","HUMAN","45","乐天","悠游自如","雨盘","我行我素",0,0,0,0,3,0,"181","216",1059860,"WATER_1","GRASS","15",80,70,70,90,100,70,"272#乐天河童#"
273,"橡实果","タネボー","Seedot","","0.5","4.0","GRASS","","DUAL_LEGS","255","橡实","叶绿素","早起","顺手牵羊",0,0,1,0,0,0,"74","44",1059860,"FIELD","GRASS","15",40,40,50,30,30,30,"273#橡实果#"
274,"长鼻叶","コノハナ","Nuzleaf","","1.0","28.0","GRASS","DARK","HUMAN","120","捉弄","叶绿素","早起","顺手牵羊",0,2,0,0,0,0,"141","119",1059860,"FIELD","GRASS","15",70,70,40,60,40,60,"274#长鼻叶#"
275,"狡猾天狗","ダーテング","Shiftry","","1.3","59.6","GRASS","DARK","HUMAN","45","邪恶","叶绿素","早起","顺手牵羊",0,3,0,0,0,0,"181","216",1059860,"FIELD","GRASS","15",90,100,60,90,60,80,"275#狡猾天狗#"
276,"傲骨燕","スバメ","Taillow","","0.3","2.3","NORMAL","FLYING","DUAL_WINGS","200","幼燕","毅力","","胆量",0,0,0,0,0,1,"59","54",1059860,"FLYING","","15",40,55,30,30,30,85,"276#傲骨燕#"
277,"大王燕","オオスバメ","Swellow","","0.7","19.8","NORMAL","FLYING","DUAL_WINGS","45","燕子","毅力","","胆量",0,0,0,0,0,2,"162","159",1059860,"FLYING","","15",60,85,60,75,50,125,"277#大王燕#"
278,"长翅鸥","キャモメ","Wingull","","0.6","9.5","WATER","FLYING","DUAL_WINGS","190","海鸥","锐利目光","湿润之躯","雨盘",0,0,0,0,0,1,"64","54",1000000,"WATER_1","FLYING","20",40,30,30,55,30,85,"278#长翅鸥#"
279,"大嘴鸥","ペリッパー","Pelipper","","1.2","28.0","WATER","FLYING","DUAL_WINGS","45","水鸟","锐利目光","降雨","雨盘",0,0,2,0,0,0,"164","154",1000000,"WATER_1","FLYING","20",60,50,100,95,70,65,"279#大嘴鸥#"
280,"拉鲁拉丝","ラルトス","Ralts","","0.4","6.6","PSYCHIC","FAIRY","HUMAN","235","心情","同步","复制","心灵感应",0,0,0,1,0,0,"70","40",1250000,"HUMAN_LIKE","AMORPHOUS","20",28,25,25,45,35,40,"280#拉鲁拉丝#"
281,"奇鲁莉安","キルリア","Kirlia","","0.8","20.2","PSYCHIC","FAIRY","HUMAN","120","感情","同步","复制","心灵感应",0,0,0,2,0,0,"140","97",1250000,"HUMAN_LIKE","AMORPHOUS","20",38,35,35,65,55,50,"281#奇鲁莉安#"
282,"沙奈朵","サーナイト","Gardevoir","沙奈朵","1.6","48.4","PSYCHIC","FAIRY","HUMAN","45","包容","同步","复制","心灵感应",0,0,0,3,0,0,"208","233",1250000,"HUMAN_LIKE","AMORPHOUS","20",68,65,65,125,115,80,"282#沙奈朵#沙奈朵#"
282,"沙奈朵","サーナイト","Gardevoir","超级沙奈朵","1.6","48.4","PSYCHIC","FAIRY","HUMAN","45","包容","妖精皮肤","","",0,0,0,3,0,0,"","278",1250000,"HUMAN_LIKE","AMORPHOUS","20",68,85,65,165,135,100,"282#沙奈朵#超级沙奈朵#"
283,"溜溜糖球","アメタマ","Surskit","","0.5","1.7","BUG","WATER","BUG","200","水黾","悠游自如","","雨盘",0,0,0,0,0,1,"63","54",1000000,"WATER_1","BUG","15",40,30,32,50,52,65,"283#溜溜糖球#"
284,"雨翅蛾","アメモース","Masquerain","","0.8","3.6","BUG","FLYING","MULTI_WINGS","75","眼珠","威吓","","紧张感",0,0,0,1,1,0,"128","159",1000000,"WATER_1","BUG","15",70,60,62,100,82,80,"284#雨翅蛾#"
285,"蘑蘑菇","キノココ","Shroomish","","0.4","4.5","GRASS","","DUAL_LEGS","255","蘑菇","孢子","毒疗","飞毛腿",1,0,0,0,0,0,"65","59",1640000,"FAIRY","GRASS","15",60,40,60,40,60,35,"285#蘑蘑菇#"
286,"斗笠菇","キノガッサ","Breloom","","1.2","39.2","GRASS","FIGHT","DUAL_FOOTS_MONSTER","90","蘑菇","孢子","毒疗","技术高手",0,2,0,0,0,0,"165","161",1640000,"FAIRY","GRASS","15",60,130,80,60,60,70,"286#斗笠菇#"
287,"懒人獭","ナマケロ","Slakoth","","0.8","24.0","NORMAL","","QUADRUPLE_FOOTS_MONSTER","255","懒人","懒惰","","",1,0,0,0,0,0,"83","56",1250000,"FIELD","","15",60,60,60,35,35,30,"287#懒人獭#"
288,"过动猿","ヤルキモノ","Vigoroth","","1.4","46.5","NORMAL","","DUAL_FOOTS_MONSTER","120","暴猿","干劲","","",0,0,0,0,0,2,"126","154",1250000,"FIELD","","15",80,80,80,55,55,90,"288#过动猿#"
289,"请假王","ケッキング","Slaking","","2.0","130.5","NORMAL","","HUMAN","45","怕麻烦","懒惰","","",3,0,0,0,0,0,"210","252",1250000,"FIELD","","15",150,160,100,95,65,100,"289#请假王#"
290,"土居忍士","ツチニン","Nincada","","0.5","5.5","BUG","GROUND","BUG","255","入门","复眼","","逃跑",0,0,1,0,0,0,"65","53",600000,"BUG","","15",31,45,90,30,30,40,"290#土居忍士#"
291,"铁面忍者","テッカニン","Ninjask","","0.8","12.0","BUG","FLYING","MULTI_WINGS","120","忍者","加速","","穿透",0,0,0,0,0,2,"155","160",600000,"BUG","","15",61,90,45,50,50,160,"291#铁面忍者#"
292,"脱壳忍者","ヌケニン","Shedinja","","0.8","1.2","BUG","GHOST","PILLAR","45","空壳","神奇守护","","",2,0,0,0,0,0,"95","83",600000,"MINERAL","","15",1,90,45,30,30,40,"292#脱壳忍者#"
293,"咕妞妞","ゴニョニョ","Whismur","","0.6","16.3","NORMAL","","DUAL_FOOTS_MONSTER","190","细语","隔音","","胆怯",1,0,0,0,0,0,"68","48",1059860,"MONSTER","FIELD","20",64,51,23,51,23,28,"293#咕妞妞#"
294,"吼爆弹","ドゴーム","Loudred","","1.0","40.5","NORMAL","","DUAL_FOOTS_MONSTER","120","大声","隔音","","胆量",2,0,0,0,0,0,"126","126",1059860,"MONSTER","FIELD","20",84,71,43,71,43,48,"294#吼爆弹#"
295,"爆音怪","バクオング","Exploud","","1.5","84.0","NORMAL","","DUAL_FOOTS_MONSTER","45","噪音","隔音","","胆量",3,0,0,0,0,0,"184","221",1059860,"MONSTER","FIELD","20",104,91,63,91,73,68,"295#爆音怪#"
296,"幕下力士","マクノシタ","Makuhita","","1.0","86.4","FIGHT","","HUMAN","180","毅力","厚脂肪","毅力","强行",1,0,0,0,0,0,"87","47",1640000,"HUMAN_LIKE","","20",72,60,30,20,30,25,"296#幕下力士#"
297,"铁掌力士","ハリテヤマ","Hariyama","","2.3","253.8","FIGHT","","HUMAN","200","猛推","厚脂肪","毅力","强行",2,0,0,0,0,0,"184","166",1640000,"HUMAN_LIKE","","20",144,120,60,40,60,50,"297#铁掌力士#"
298,"露力丽","ルリリ","Azurill","","0.2","2.0","NORMAL","FAIRY","DUAL_LEGS","150","水珠","厚脂肪","大力士","食草",1,0,0,0,0,0,"33","38",800000,"UNDISCOVERED","","10",50,20,40,20,40,20,"298#露力丽#"
299,"朝北鼻","ノズパス","Nosepass","","1.0","97.0","ROCK","","HUMAN","255","罗盘","结实","磁力","沙之力",0,0,1,0,0,0,"108","75",1000000,"MINERAL","","20",30,45,135,45,90,30,"299#朝北鼻#"
300,"向尾喵","エネコ","Skitty","","0.6","11.0","NORMAL","","QUADRUPLE_FOOTS_MONSTER","255","小猫","迷人之躯","一般皮肤","奇迹皮肤",0,0,0,0,0,1,"65","52",800000,"FIELD","FAIRY","15",50,45,45,35,35,50,"300#向尾喵#"
301,"优雅猫","エネコロロ","Delcatty","","1.1","32.6","NORMAL","","QUADRUPLE_FOOTS_MONSTER","60","清高","迷人之躯","一般皮肤","奇迹皮肤",1,0,0,0,0,1,"138","140",800000,"FIELD","FAIRY","15",70,65,65,55,55,90,"301#优雅猫#"
302,"勾魂眼","ヤミラミ","Sableye","勾魂眼","0.5","11.0","DARK","GHOST","HUMAN","45","黑暗","锐利目光","慢出","恶作剧之心",0,1,1,0,0,0,"98","133",1059860,"HUMAN_LIKE","","25",50,75,75,65,65,50,"302#勾魂眼#勾魂眼#"
302,"勾魂眼","ヤミラミ","Sableye","超级勾魂眼","0.5","161.0","DARK","GHOST","HUMAN","45","黑暗","魔法镜","","",0,1,1,0,0,0,"","168",1059860,"HUMAN_LIKE","","25",50,85,125,85,115,20,"302#勾魂眼#超级勾魂眼#"
303,"大嘴娃","クチート","Mawile","大嘴娃","0.6","11.5","STEEL","FAIRY","HUMAN","45","欺骗","怪力钳","威吓","强行",0,1,1,0,0,0,"98","133",800000,"FIELD","FAIRY","20",50,85,85,55,55,50,"303#大嘴娃#大嘴娃#"
303,"大嘴娃","クチート","Mawile","超级大嘴娃","1.0","23.5","STEEL","FAIRY","HUMAN","45","欺骗","大力士","","",0,1,1,0,0,0,"","168",800000,"FIELD","FAIRY","20",50,105,125,55,95,50,"303#大嘴娃#超级大嘴娃#"
304,"可可多拉","ココドラ","Aron","","0.4","60.0","STEEL","ROCK","QUADRUPLE_FOOTS_MONSTER","180","铁铠","结实","坚硬脑袋","重金属",0,0,1,0,0,0,"96","66",1250000,"MONSTER","","35",50,70,100,40,40,30,"304#可可多拉#"
305,"可多拉","コドラ","Lairon","","0.9","120.0","STEEL","ROCK","QUADRUPLE_FOOTS_MONSTER","90","铁铠","结实","坚硬脑袋","重金属",0,0,2,0,0,0,"152","151",1250000,"MONSTER","","35",60,90,140,50,50,40,"305#可多拉#"
306,"波士可多拉","ボスゴドラ","Aggron","波士可多拉","2.1","360.0","STEEL","ROCK","DUAL_FOOTS_MONSTER","45","铁铠","结实","坚硬脑袋","重金属",0,0,3,0,0,0,"205","239",1250000,"MONSTER","","35",70,110,180,60,60,50,"306#波士可多拉#波士可多拉#"
306,"波士可多拉","ボスゴドラ","Aggron","超级波士可多拉","2.2","395.0","STEEL","","DUAL_FOOTS_MONSTER","45","铁铠","过滤","","",0,0,3,0,0,0,"","284",1250000,"MONSTER","","35",70,140,230,60,80,50,"306#波士可多拉#超级波士可多拉#"
307,"玛沙那","アサナン","Meditite","","0.6","11.2","FIGHT","PSYCHIC","HUMAN","180","冥想","瑜伽之力","","心灵感应",0,0,0,0,0,1,"91","56",1000000,"HUMAN_LIKE","","20",30,40,55,40,55,60,"307#玛沙那#"
308,"恰雷姆","チャーレム","Medicham","恰雷姆","1.3","31.5","FIGHT","PSYCHIC","HUMAN","90","冥想","瑜伽之力","","心灵感应",0,0,0,0,0,2,"153","144",1000000,"HUMAN_LIKE","","20",60,60,75,60,75,80,"308#恰雷姆#恰雷姆#"
308,"恰雷姆","チャーレム","Medicham","超级恰雷姆","1.3","31.5","FIGHT","PSYCHIC","HUMAN","90","冥想","瑜伽之力","","",0,0,0,0,0,2,"","179",1000000,"HUMAN_LIKE","","20",60,100,85,80,85,100,"308#恰雷姆#超级恰雷姆#"
309,"落雷兽","ラクライ","Electrike","","0.6","15.2","ELECTRIC","","QUADRUPLE_FOOTS_MONSTER","120","闪电","静电","避雷针","负电",0,0,0,0,0,1,"104","59",1250000,"FIELD","","20",40,45,40,65,40,65,"309#落雷兽#"
310,"雷电兽","ライボルト","Manectric","雷电兽","1.5","40.2","ELECTRIC","","QUADRUPLE_FOOTS_MONSTER","45","放电","静电","避雷针","负电",0,0,0,0,0,2,"168","166",1250000,"FIELD","","20",70,75,60,105,60,105,"310#雷电兽#雷电兽#"
310,"雷电兽","ライボルト","Manectric","超级雷电兽","1.8","44.0","ELECTRIC","","QUADRUPLE_FOOTS_MONSTER","45","放电","威吓","","",0,0,0,0,0,2,"","201",1250000,"FIELD","","20",70,75,80,135,80,135,"310#雷电兽#超级雷电兽#"
311,"正电拍拍","プラスル","Plusle","","0.4","4.2","ELECTRIC","","DUAL_FOOTS_MONSTER","200","加油","正电","","避雷针",0,0,0,0,0,1,"120","142",1000000,"FAIRY","","20",60,50,40,85,75,95,"311#正电拍拍#"
312,"负电拍拍","マイナン","Minun","","0.4","4.2","ELECTRIC","","DUAL_FOOTS_MONSTER","200","加油","负电","","蓄电",0,0,0,0,0,1,"120","142",1000000,"FAIRY","","20",60,40,50,75,85,95,"312#负电拍拍#"
313,"电萤虫","バルビート","Volbeat","","0.7","17.7","BUG","","DUAL_FOOTS_MONSTER","150","萤火虫","发光","虫之预感","恶作剧之心",0,0,0,0,0,1,"146","151",600000,"BUG","HUMAN_LIKE","15",65,73,75,47,85,85,"313#电萤虫#"
314,"甜甜萤","イルミーゼ","Illumise","","0.6","17.7","BUG","","HUMAN","150","萤火虫","迟钝","有色眼镜","恶作剧之心",0,0,0,0,0,1,"146","151",1640000,"BUG","HUMAN_LIKE","15",65,47,75,73,85,85,"314#甜甜萤#"
315,"毒蔷薇","ロゼリア","Roselia","","0.3","2.0","GRASS","POISON","HUMAN","150","荆棘","自然回复","毒刺","叶子防守",0,0,0,2,0,0,"152","140",1059860,"FAIRY","GRASS","20",50,60,45,100,80,65,"315#毒蔷薇#"
316,"溶食兽","ゴクリン","Gulpin","","0.4","10.3","POISON","","DUAL_HANDS","225","胃袋","污泥浆","黏着","贪吃鬼",1,0,0,0,0,0,"75","60",1640000,"AMORPHOUS","","20",70,43,53,43,53,40,"316#溶食兽#"
317,"吞食兽","マルノーム","Swalot","","1.7","80.0","POISON","","DUAL_HANDS","75","毒袋","污泥浆","黏着","贪吃鬼",2,0,0,0,0,0,"168","163",1640000,"AMORPHOUS","","20",100,73,83,73,83,55,"317#吞食兽#"
318,"利牙鱼","キバニア","Carvanha","","0.8","20.8","WATER","DARK","FISH","225","凶猛","粗糙皮肤","","加速",0,1,0,0,0,0,"88","61",1250000,"WATER_2","","20",45,90,20,65,20,65,"318#利牙鱼#"
319,"巨牙鲨","サメハダー","Sharpedo","巨牙鲨","1.8","88.8","WATER","DARK","FISH","60","凶暴","粗糙皮肤","","加速",0,2,0,0,0,0,"175","161",1250000,"WATER_2","","20",70,120,40,95,40,95,"319#巨牙鲨#巨牙鲨#"
319,"巨牙鲨","サメハダー","Sharpedo","超级巨牙鲨","2.5","130.3","WATER","DARK","FISH","60","凶暴","强壮之颚","","",0,2,0,0,0,0,"","196",1250000,"WATER_2","","20",70,140,70,110,65,105,"319#巨牙鲨#超级巨牙鲨#"
320,"吼吼鲸","ホエルコ","Wailmer","","2.0","130.0","WATER","","FISH","125","球鲸","水幕","迟钝","压迫感",1,0,0,0,0,0,"137","80",1640000,"FIELD","WATER_2","40",130,70,35,70,35,60,"320#吼吼鲸#"
321,"吼鲸王","ホエルオー","Wailord","","14.5","398.0","WATER","","FISH","60","浮鲸","水幕","迟钝","压迫感",2,0,0,0,0,0,"206","175",1640000,"FIELD","WATER_2","40",170,90,45,90,45,60,"321#吼鲸王#"
322,"呆火驼","ドンメル","Numel","","0.7","24.0","FIRE","GROUND","QUADRUPLE_FOOTS_MONSTER","255","迟钝","迟钝","单纯","我行我素",0,0,0,1,0,0,"88","61",1000000,"FIELD","","20",60,60,40,65,45,35,"322#呆火驼#"
323,"喷火驼","バクーダ","Camerupt","喷火驼","1.9","220.0","FIRE","GROUND","QUADRUPLE_FOOTS_MONSTER","150","喷火","熔岩铠甲","坚硬岩石","愤怒穴位",0,1,0,1,0,0,"175","161",1000000,"FIELD","","20",70,100,70,105,75,40,"323#喷火驼#喷火驼#"
323,"喷火驼","バクーダ","Camerupt","超级喷火驼","2.5","320.5","FIRE","GROUND","QUADRUPLE_FOOTS_MONSTER","150","喷火","强行","","",0,1,0,1,0,0,"","196",1000000,"FIELD","","20",70,120,100,145,105,20,"323#喷火驼#超级喷火驼#"
324,"煤炭龟","コータス","Torkoal","","0.5","80.4","FIRE","","QUADRUPLE_FOOTS_MONSTER","90","煤炭","白色烟雾","日照","硬壳盔甲",0,0,2,0,0,0,"161","165",1000000,"FIELD","","20",70,85,140,85,70,20,"324#煤炭龟#"
325,"跳跳猪","バネブー","Spoink","","0.7","30.6","PSYCHIC","","DUAL_HANDS","255","弹跳","厚脂肪","我行我素","贪吃鬼",0,0,0,0,1,0,"89","66",800000,"FIELD","","20",60,25,35,70,80,60,"325#跳跳猪#"
326,"噗噗猪","ブーピッグ","Grumpig","","0.9","71.5","PSYCHIC","","DUAL_FOOTS_MONSTER","60","操纵","厚脂肪","我行我素","贪吃鬼",0,0,0,0,2,0,"164","165",800000,"FIELD","","20",80,45,65,90,110,80,"326#噗噗猪#"
327,"晃晃斑","パッチール","Spinda","","1.1","5.0","NORMAL","","DUAL_FOOTS_MONSTER","255","斑点熊猫","我行我素","蹒跚","唱反调",0,0,0,1,0,0,"85","126",800000,"FIELD","HUMAN_LIKE","15",60,60,60,60,60,60,"327#晃晃斑#"
328,"大颚蚁","ナックラー","Trapinch","","0.7","15.0","GROUND","","BUG","255","蚁狮","怪力钳","沙穴","强行",0,1,0,0,0,0,"73","58",1059860,"BUG","DRAGON","20",45,100,45,45,45,10,"328#大颚蚁#"
329,"超音波幼虫","ビブラーバ","Vibrava","","1.1","15.3","GROUND","DRAGON","MULTI_WINGS","120","震动","飘浮","","飘浮",0,1,0,0,0,1,"126","119",1059860,"BUG","DRAGON","20",50,70,50,50,50,70,"329#超音波幼虫#"
330,"沙漠蜻蜓","フライゴン","Flygon","","2.0","82.0","GROUND","DRAGON","DUAL_WINGS","45","神秘","飘浮","","飘浮",0,1,0,0,0,2,"197","234",1059860,"BUG","DRAGON","20",80,100,80,80,80,100,"330#沙漠蜻蜓#"
331,"刺球仙人掌","サボネア","Cacnea","","0.4","51.3","GRASS","","HUMAN","190","仙人掌","沙隐","","储水",0,0,0,1,0,0,"97","67",1059860,"GRASS","HUMAN_LIKE","20",50,85,40,85,40,35,"331#刺球仙人掌#"
332,"梦歌仙人掌","ノクタス","Cacturne","","1.3","77.4","GRASS","DARK","HUMAN","60","稻草人","沙隐","","储水",0,1,0,1,0,0,"177","166",1059860,"GRASS","HUMAN_LIKE","20",70,115,60,115,60,55,"332#梦歌仙人掌#"
333,"青绵鸟","チルット","Swablu","","0.4","1.2","NORMAL","FLYING","DUAL_WINGS","255","绵鸟","自然回复","","无关天气",0,0,0,0,1,0,"74","62",600000,"FLYING","DRAGON","20",45,40,60,40,75,50,"333#青绵鸟#"
334,"七夕青鸟","チルタリス","Altaria","七夕青鸟","1.1","20.6","DRAGON","FLYING","DUAL_WINGS","45","哼唱","自然回复","","无关天气",0,0,0,0,2,0,"188","172",600000,"FLYING","DRAGON","20",75,70,90,70,105,80,"334#七夕青鸟#七夕青鸟#"
334,"七夕青鸟","チルタリス","Altaria","超级七夕青鸟","1.5","20.6","DRAGON","FAIRY","DUAL_WINGS","45","哼唱","妖精皮肤","","",0,0,0,0,2,0,"","207",600000,"FLYING","DRAGON","20",75,110,110,110,105,80,"334#七夕青鸟#超级七夕青鸟#"
335,"猫鼬斩","ザングース","Zangoose","","1.3","40.3","NORMAL","","DUAL_FOOTS_MONSTER","90","猫鼬","免疫","","中毒激升",0,2,0,0,0,0,"165","160",600000,"FIELD","","20",73,115,60,60,60,90,"335#猫鼬斩#"
336,"饭匙蛇","ハブネーク","Seviper","","2.7","52.5","POISON","","SNAKE","90","牙蛇","蜕皮","","穿透",0,1,0,1,0,0,"165","160",1640000,"FIELD","DRAGON","20",73,100,60,100,60,65,"336#饭匙蛇#"
337,"月石","ルナトーン","Lunatone","","1.0","168.0","ROCK","PSYCHIC","BALL","45","陨石","飘浮","","",0,0,0,2,0,0,"150","161",800000,"MINERAL","","25",90,55,65,95,85,70,"337#月石#"
338,"太阳岩","ソルロック","Solrock","","1.2","154.0","ROCK","PSYCHIC","BALL","45","陨石","飘浮","","",0,2,0,0,0,0,"150","161",800000,"MINERAL","","25",90,95,85,55,65,70,"338#太阳岩#"
339,"泥泥鳅","ドジョッチ","Barboach","","0.4","1.9","WATER","GROUND","FISH","190","须鱼","迟钝","危险预知","湿润之躯",1,0,0,0,0,0,"92","58",1000000,"WATER_2","","20",50,48,43,46,41,60,"339#泥泥鳅#"
340,"鲶鱼王","ナマズン","Whiscash","","0.9","23.6","WATER","GROUND","FISH","75","须鱼","迟钝","危险预知","湿润之躯",2,0,0,0,0,0,"158","164",1000000,"WATER_2","","20",110,78,73,76,71,60,"340#鲶鱼王#"
341,"龙虾小兵","ヘイガニ","Corphish","","0.6","11.5","WATER","","BUG","205","无赖","怪力钳","硬壳盔甲","适应力",0,1,0,0,0,0,"111","62",1640000,"WATER_1","WATER_3","15",43,80,65,50,35,35,"341#龙虾小兵#"
342,"铁螯龙虾","シザリガー","Crawdaunt","","1.1","32.8","WATER","DARK","BUG","155","流氓","怪力钳","硬壳盔甲","适应力",0,2,0,0,0,0,"161","164",1640000,"WATER_1","WATER_3","15",63,120,85,90,55,55,"342#铁螯龙虾#"
343,"天秤偶","ヤジロン","Baltoy","","0.5","21.5","GROUND","PSYCHIC","DUAL_HANDS","255","泥偶","飘浮","","",0,0,0,0,1,0,"58","60",1000000,"MINERAL","","20",40,40,55,40,70,55,"343#天秤偶#"
344,"念力土偶","ネンドール","Claydol","","1.5","108.0","GROUND","PSYCHIC","DUAL_HANDS","90","泥偶","飘浮","","",0,0,0,0,2,0,"189","175",1000000,"MINERAL","","20",60,70,105,70,120,75,"344#念力土偶#"
345,"触手百合","リリーラ","Lileep","","1.0","23.8","ROCK","GRASS","PILLAR","45","海百合","吸盘","","引水",0,0,0,0,1,0,"99","71",600000,"WATER_3","","30",66,41,77,61,87,23,"345#触手百合#"
346,"摇篮百合","ユレイドル","Cradily","","1.5","60.4","ROCK","GRASS","PILLAR","45","藤壶","吸盘","","引水",0,0,0,0,2,0,"199","173",600000,"WATER_3","","30",86,81,97,81,107,43,"346#摇篮百合#"
347,"太古羽虫","アノプス","Anorith","","0.7","12.5","ROCK","BUG","BUG","45","古虾","战斗盔甲","","悠游自如",0,1,0,0,0,0,"99","71",600000,"WATER_3","","30",45,95,50,40,50,75,"347#太古羽虫#"
348,"太古盔甲","アーマルド","Armaldo","","1.5","68.2","ROCK","BUG","DUAL_FOOTS_MONSTER","45","甲胄","战斗盔甲","","悠游自如",0,2,0,0,0,0,"199","173",600000,"WATER_3","","30",75,125,100,70,80,45,"348#太古盔甲#"
349,"丑丑鱼","ヒンバス","Feebas","","0.6","7.4","WATER","","FISH","255","鱼","悠游自如","迟钝","适应力",0,0,0,0,0,1,"61","40",600000,"WATER_1","DRAGON","20",20,15,20,10,55,80,"349#丑丑鱼#"
350,"美纳斯","ミロカロス","Milotic","","6.2","162.0","WATER","","SNAKE","60","慈爱","神奇鳞片","好胜","迷人之躯",0,0,0,0,2,0,"213","189",600000,"WATER_1","DRAGON","20",95,60,79,100,125,81,"350#美纳斯#"
351,"飘浮泡泡","ポワルン","Castform","飘浮泡泡的样子","0.3","0.8","NORMAL","","BALL","45","天气","阴晴不定","","",1,0,0,0,0,0,"145","147",1000000,"FAIRY","AMORPHOUS","25",70,70,70,70,70,70,"351#飘浮泡泡#飘浮泡泡的样子#"
351,"飘浮泡泡","ポワルン","Castform","太阳的样子","0.3","0.8","FIRE","","BALL","45","天气","阴晴不定","","",1,0,0,0,0,0,"145","",1000000,"FAIRY","AMORPHOUS","25",70,70,70,70,70,70,"351#飘浮泡泡#太阳的样子#"
351,"飘浮泡泡","ポワルン","Castform","雨水的样子","0.3","0.8","WATER","","BALL","45","天气","阴晴不定","","",1,0,0,0,0,0,"145","",1000000,"FAIRY","AMORPHOUS","25",70,70,70,70,70,70,"351#飘浮泡泡#雨水的样子#"
